Type,Title,Director,Casting,Country,Date Added,Rating,Duration,Genres,Description,Release Year,Imdb Score,Imdb Votes
Movie,David Foster: Off the Record,Barry Avrich,David Foster,Canada,"July 1, 2020",TV-MA,107 min,"Documentaries, Music & Musicals",A documentary about Canadian music icon David Foster.,2019,6.9,552.0
TV Show,Say I Do,Unknown,"Jeremiah Brent, Thai Nguyen, Gabriele Bertaccini",United States,"July 1, 2020",TV-14,1 Season,"Reality TV, Romantic TV Shows","In this reality show, couples overcome obstacles to celebrate their love in surprise dream weddings designed by three experts in less than a week.",2020,7.7,527.0
Movie,Stardust,Matthew Vaughn,"Claire Danes, Michelle Pfeiffer, Robert De Niro, Charlie Cox, Sienna Miller, Ricky Gervais, Jason Flemyng, Rupert Everett, Peter O'Toole, Mark Strong, Kate Magowan, Ian McKellen","United Kingdom, United States","July 1, 2020",PG-13,128 min,"Action & Adventure, International Movies, Romantic Movies","In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.",2007,7.6,269043.0
Movie,The F**k-It List,Michael Duggan,"Eli Brown, Madison Iseman, Marcus Scribner, Jerry O'Connell, Karan Brar, Tristan Lake Leabu, Peter Facinelli, Natalie Zea",United States,"July 1, 2020",TV-MA,103 min,Comedies,"After a prank blows up a studious high school senior's life, he shares a list of certain things he wishes he'd done differently â€” and maybe still can.",2020,5.1,5866.0
Movie,The Silence of Others,"Almudena Carracedo, Robert Bahar",Unknown,"Spain, France, Canada, United States","July 1, 2020",TV-14,96 min,"Documentaries, International Movies","The story of the tortuous struggle against the silence of the victims of the dictatorship imposed by General Franco after the victory of the rebel side in the Spanish Civil War (1936-1975). In a democratic country, but still ideologically divided, the survivors seek justice as they organize the so-called â€œArgentinian lawsuitâ€ and denounce the legally sanctioned pact of oblivion that intends to hide the crimes they were subjects of.",2019,8.0,2048.0
Movie,Total Recall,Paul Verhoeven,"Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Michael Ironside, Ronny Cox, Marshall Bell, Michael Champion, Mel Johnson Jr., Roy Brocksmith, Rosemary Dunsmore","United States, Mexico","July 1, 2020",R,114 min,"Action & Adventure, Sci-Fi & Fantasy","Welcome to Rekall, the company that can turn your dreams into real memories. For a factory worker named Douglas Quaid, even though he's got a beautiful wife who he loves, the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong, Quaid becomes a hunted man. Finding himself on the run from the police - controlled by Chancellor Cohaagen, the leader of the free world - Quaid teams up with a rebel fighter to find the head of the underground resistance and stop Cohaagen. The line between fantasy and reality gets blurred and the fate of his world hangs in the balance as Quaid discovers his true identity, his true love, and his true fate.",2012,6.2,252051.0
TV Show,Trotro,Unknown,Unknown,France,"July 1, 2020",TV-Y,1 Season,Kids' TV,"Trotro is a little donkey with a head full of ideas. He knows exactly what he likes and doesn't like. He's a positive and engaging hero, with whom young children will easily identify.",2004,6.2,120.0
TV Show,BNA,Unknown,"Sumire Morohoshi, Yoshimasa Hosoya, Maria Naganawa, Kaito Ishikawa, Gara Takashima, Michiyo Murase",Japan,"June 30, 2020",TV-14,1 Season,"Anime Series, International TV Shows","Morphed into a raccoon beastman, Michiru seeks refuge, and answers, with the aid of wolf beastman Shirou inside the special zone of Anima-City.",2020,7.2,2478.0
Movie,The Mirror Boy,Obi Emelonye,"Edward Kagutuzi, Genevieve Nnaji, Osita Iheme, Fatima Jabbe, Victor Carvalho, Felix Ceesay, John Charles Njie, Momodu Musa Ceesay","United Kingdom, Nigeria","June 30, 2020",TV-14,86 min,"Action & Adventure, Dramas, International Movies","The Mirror Boy is a mystical journey through Africa, seen through the eyes of a 12 year old boy, Tijan. After a London street fight, in which a local boy is hurt, Tijan's mother decides to take him back to their roots, to Gambia. On their arrival in Banjul, Tijan encounters a strange apparition, a boy smiling at him in a mirror and vanishing. Seeing the same boy in a crowded street market the next day sets in motion a chain of events, with Tijan finding himself lost. While Tijan's panic-stricken mother struggles to find her son, Tijan is left alone in the company of the enigmatic Mirror Boy, seemingly only visible to him. After a bruising spiritual rite of passage, The Mirror Boy takes Tijan on a mystical journey, but not all is what it seems.",2011,4.9,138.0
Movie,#FriendButMarried 2,Rako Prijanto,"Adipati Dolken, Mawar de Jongh, Sari Nila, Vonny Cornellya, Clay Gribble, Ivan Leonardy, Sarah Sechan, Jourdy Pranata",Indonesia,"June 28, 2020",TV-G,104 min,"Dramas, International Movies, Romantic Movies","As Ayu and Ditto finally transition from best friends to newlyweds, a quick pregnancy creates uncertainty for the future of their young marriage.",2020,6.9,300.0
TV Show,Dark,Unknown,"Louis Hofmann, Oliver Masucci, Jördis Triebel, Maja Schöne, Karoline Eichhorn, Sebastian Rudolph, Anatole Taubman, Mark Waschke, Stephan Kampwirth, Anne Ratte-Polle, Andreas Pietschmann, Lisa Vicari, Michael Mendl, Angela Winkler","Germany, United States","June 27, 2020",TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",A missing child causes four families to help each other for answers. What they could not imagine is that this mystery would be connected to innumerable other secrets of the small town.,2017,8.699999999999998,354443.0
Movie,Ride Like a Girl,Rachel Griffiths,"Teresa Palmer, Sam Neill, Sullivan Stapleton, Stevie Payne, Brooke Satchwell, Magda Szubanski, Aaron Glenane, Damien Garvey, Sophia Crawford, Henry Nixon",Australia,"June 27, 2020",PG,99 min,"Children & Family Movies, Dramas, Independent Movies","The story of Michelle Payne, the first female jockey to win the Melbourne Cup.",2019,7.0,3865.0
Movie,Eurovision Song Contest: The Story of Fire Saga,David Dobkin,"Will Ferrell, Rachel McAdams, Dan Stevens, Melissanthi Mahut, Mikael Persbrandt, Ólafur Darri Ólafsson, Graham Norton, Demi Lovato, Pierce Brosnan",United States,"June 26, 2020",PG-13,124 min,"Comedies, Music & Musicals, Romantic Movies","Two small-town aspiring musicians chase their pop star dreams at a global music competition, where high stakes, scheming rivals and onstage mishaps test their bond.",2020,6.5,91043.0
TV Show,Home Game,Unknown,Unknown,United States,"June 26, 2020",TV-MA,1 Season,Docuseries,"This docuseries profiles unique and dangerous traditional sports from around the world, as well as the communities and cultures where they thrive.",2020,7.0,841.0
Movie,Kasanova,Oluseyi Asurf,"Wale Ojo, Ireti Doyle, Alvin Abayomi, Toyin Abraham, Ruby Akubueze, Chimezie Imo, Tomiwa Tegbe",Nigeria,"June 26, 2020",TV-14,117 min,"Comedies, International Movies, Romantic Movies","A romantic comedy about a single dad who falls in love with the Mother of his sons Crush. It is a battle for love highlighting Family, friendship and love.",2019,6.7,43.0
Movie,Ordinary People,Eduardo Roy Jr.,"Ronwaldo Martin, Hasmine Killip, Maria Isabel Lopez, Raymond Lee, Erlinda Villalobos, Sue Prado",Philippines,"June 26, 2020",TV-MA,107 min,"Dramas, Independent Movies, International Movies","Ordinary People is a family portrait of Jane, 16, and her boyfriend, Aries, who live on their own in the chaotic streets of Manila. Surviving as pickpockets, the lives of the young couple change when they suddenly become teenage parents. But not even a month into parenthood, their child is stolen from them. In order to retrieve the child, the young couple is forced to take desperate measures.",2016,7.3,498.0
TV Show,Twogether,Unknown,"Lee Seung-gi, Jasper Liu",South Korea,"June 26, 2020",TV-G,1 Season,"International TV Shows, Korean TV Shows, Reality TV",Travel show,2020,8.4,456.0
Movie,Krishna and His Leela,Ravikanth Perepu,"Siddhu Jonnalagadda, Shraddha Srinath, Seerat Kapoor, Shalini Vadnikatti, Jhansi, Viva Harsha, Sampath Raj, Samyuktha Hornad",India,"June 25, 2020",TV-MA,126 min,"International Movies, Romantic Movies","Torn between his past and present girlfriends, a confused bachelor's indecisiveness spins a web of lies and cheating as he struggles to commit.",2020,5.6,1562.0
Movie,Prem Ratan Dhan Payo,Sooraj R. Barjatya,"Salman Khan, Sonam Kapoor, Anupam Kher, Neil Nitin Mukesh, Sanjay Mishra, Swara Bhaskar, Deepak Dobriyal, Arman Kohli, Manoj Joshi, Samaira Rao, Karuna Pandey, Sucheta Khanna",India,"June 25, 2020",TV-14,164 min,"Action & Adventure, Dramas, International Movies","While recovering from an assassination attempt four days before his coronation, a stern prince is replaced by a romantic lookalike.",2015,4.4,21487.0
Movie,Vivah,Sooraj R. Barjatya,"Shahid Kapoor, Amrita Rao, Anupam Kher, Alok Nath, Seema Biswas, Samir Soni, Lata Sabharwal, Manoj Joshi, Dinesh Lamba, Amrita Prakash",India,"June 25, 2020",TV-14,166 min,"Dramas, International Movies, Romantic Movies","Poonam, a traditionally brought-up young woman, is to marry Prem, a groom chosen by her uncle. Poonam and Prem's faith and love are to be tested however, when an accident occurs and Poonam might be scarred for life.",2006,6.6,9793.0
Movie,Athlete A,"Bonni Cohen, Jon Shenk",Unknown,United States,"June 24, 2020",PG-13,104 min,"Documentaries, Sports Movies",Follow the Indianapolis Star reporters that broke the story about USA Gymnastics doctor Larry Nassar's abuse and hear from gymnasts.,2020,7.6,10544.0
Movie,Bulbbul,Anvita Dutt,"Tripti Dimri, Avinash Tiwary, Rahul Bose, Parambrata Chatterjee, Paoli Dam, Veera Kapur Ee",India,"June 24, 2020",TV-MA,94 min,"Horror Movies, International Movies","A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village.",2020,6.5,11654.0
TV Show,Crazy Delicious,Unknown,"Jayde Adams, Carla Hall, Heston Blumenthal, Niklas Ekstedt",United Kingdom,"June 24, 2020",TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV","Everyday meals are turned into extraordinary culinary creations in a magical food competition on an edible set. The UK's most talented food lovers are challenged to produce meals that must impress with originality, visuals and extraordinary flavours.",2017,8.9,15.0
Movie,Eric Andre: Legalize Everything,Eric Notarnicola,Eric André,United States,"June 23, 2020",TV-MA,52 min,Stand-Up Comedy,"Comedian Eric Andre presents his very first Netflix original stand-up special. Taking the stage in New Orleans, Andre breaks the boundaries of comedy as he critiques the war on drugs, the war on sex, and the war on fart jokes!",2020,6.1,2491.0
TV Show,"Roswell, New Mexico",Unknown,"Jeanine Mason, Nathan Parsons, Michael Vlamis, Lily Cowles, Tyler Blackburn, Heather Hemmens, Michael Trevino, Trevor St. John",United States,"June 23, 2020",TV-14,2 Seasons,"Classic & Cult TV, TV Dramas, TV Sci-Fi & Fantasy","After reluctantly returning to her tourist-trap hometown of Roswell, New Mexico, the daughter of undocumented immigrants discovers a shocking truth about her teenage crush who is now a police officerâ€”heâ€™s an alien who has kept his unearthly abilities hidden his entire life. She protects his secret as the two reconnect and begin to investigate his origins, but when a violent attack and long-standing government cover-up point to a greater alien presence on Earth, the politics of fear and hatred threaten to expose him and destroy their deepening romance.",2019,6.2,11928.0
Movie,Kappela,Musthafa,"Anna Ben, Roshan Mathew, Sreenath Bhasi, Sudhi Koppa, Tanvi Ram, Musthafa, James Eliya, Vijilesh",India,"June 22, 2020",TV-14,112 min,"Dramas, Independent Movies, International Movies","Set in the village areas of Wayanad, Malappuram and Kannur, Kappela revolves around an ordinary, innocent girl who comes to Kozhikode city from a high range area called Poovarmala.",2020,7.5,3212.0
Movie,The Royal Hibiscus Hotel,Ishaya Bako,"Zainab Balogun, Kenneth Okolie, Deyemi Okanlawon, Joke Silva, Olu Jacobs, Jide Kosoko, Rachel Oniga, Kemi Lala Akindoju, Ini Dima-Okojie, Toni Tones",Nigeria,"June 22, 2020",TV-PG,90 min,"Comedies, International Movies, Romantic Movies",A disillusioned London chef visits Nigeria and struggles with her matchmaking mother and restoring the family's rundown hotel. She's heartbroken when she discovers the man she loves is buying it.,2018,5.5,276.0
TV Show,It's Okay to Not Be Okay,Unknown,"Kim Soo-hyun, Seo Yea-ji, Oh Jung-se, Park Gyu-young, Kim Ju-hun, Kim Chang-wan, Kim Mee-kyung, Kang Ki-doong, Jang Young-nam",South Korea,"June 21, 2020",TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Desperate to escape from his emotional baggage and the heavy responsibility heâ€™s had all his life, a psychiatric ward worker begins to heal with help from the unexpectedâ€”a woman who writes fairy tales but doesnâ€™t believe in them.",2020,8.6,21104.0
Movie,Woodshock,"Kate Mulleavy, Laura Mulleavy","Kirsten Dunst, Joe Cole, Pilou Asbæk, Jack Kilmer, Steph DuVall, Susan Traylor, Joel McCoy, Michael Pavlicek",United States,"June 21, 2020",R,101 min,"Dramas, Independent Movies, Thrillers","Theresa, a haunted young woman spiraling in the wake of profound loss, is torn between her fractured emotional state and the reality-altering effects of a potent cannabinoid drug.",2017,4.2,1933.0
Movie,Elevator Baby,Akhigbe Ilozobhie,"Toyin Abraham, Timini Egbuson, Shaffy Bello, Yemi Solade, Broda Shaggi, Sambasa Nzeribe, Ijeoma Aniebo, Blessing Onwukwe",Nigeria,"June 20, 2020",TV-MA,84 min,"Dramas, International Movies","A chance encounter brings a brash, wealthy young man and an underprivileged woman together when they get stuck in an elevator and she goes into labor.",2019,6.9,73.0
Movie,Destiny,Youssef Chahine,"Nour El-Sherif, Laila Elwi, Mahmoud Hemeida, Safia el-Emari, Mohamed Mounir, Khaled El Nabawy, Seif Abdelrahman, Abdalla Mahmoud, Ahmed Fouad Selim, Magdi Idris","France, Egypt","June 19, 2020",TV-14,136 min,"Dramas, International Movies","In the 12th century's Andalusia lives Ibn Rushd a prominent islamic philosopher with his wife Zeinab and daughter Sara. The principality is ruled by Khalifa ElMansour who has two sons, ElNasser, an intellectual that likes Ibn Rush and is in love with his daughter Sara. The younger son Abdallah is more into dancing and poetry, spending most of his times with the gypsy family and getting the daughter pregnant. The Khalifa is depending on the extremists to build his army granting them more power which they use to combat artists and philosophers. The extremists succeed in recruiting Abd Allah and train him to kill his father. Events go on where Marawan, the gypsy singer, is killed and Ibn Rushd's books are burnt. Adapted from the real life of Ibn Rushd AlMasir is Chahine's statement against extremism.",1997,7.1,2825.0
Movie,Disclosure,Unknown,Unknown,United States,"June 19, 2020",TV-MA,108 min,"Documentaries, LGBTQ Movies","An investigation of how Hollywood's fabled stories have deeply influenced how Americans feel about transgender people, and how transgender people have been taught to feel about themselves.",2020,8.199999999999998,5301.0
Movie,Feel the Beat,Elissa Down,"Sofia Carson, Wolfgang Novogratz, Donna Lynne Champlin, Eva Hauge, Rex Lee, Brandon Kyle Goodman, Lidya Jewett, Sadie Lapidus, Johanna Colón, Shaylee Mansfield, Shiloh Nelson, Justin Allan, Carina Battrick, Kai Zen, Marissa Jaret Winokur, Enrico Colantoni, Dennis Andres",United States,"June 19, 2020",TV-G,110 min,"Children & Family Movies, Comedies, Dramas","After failing to make it on Broadway, April returns to her hometown and reluctantly begins training a misfit group of young dancers for a competition.",2020,6.3,10749.0
Movie,Lost Bullet,Guillaume Pierret,"Alban Lenoir, Nicolas Duvauchelle, Ramzy Bedia, Stéfi Celma, Rod Paradot, Sébastien Lalanne, Pascale Arbillot, Arthur Aspaturian, Patrick Médioni",France,"June 19, 2020",TV-MA,93 min,"Action & Adventure, Dramas, International Movies","A small time delinquent, turned police mechanic for a go fast task force, is forced to defend his innocence when his mentor is killed by dirty cops.",2020,6.3,9264.0
Movie,One-Way to Tomorrow,Ozan Açıktan,"Dilan Çiçek Deniz, Metin Akdülger",Turkey,"June 19, 2020",TV-MA,90 min,"Dramas, International Movies, Romantic Movies","Two strangers meet on a journey from Ankara to Izmir. Although having a rough start, their relationship takes a different path when they realize they have to confront themselves and would like to clean the slate as they get to know each other.",2020,5.6,4819.0
Movie,The Emigrant,Youssef Chahine,"Khaled El Nabawy, Hanan Turk, Yousra, Mahmoud Hemeida, Safia el-Emari, Michel Piccoli, Ahmed Bedir","Egypt, France","June 19, 2020",TV-14,130 min,"Dramas, International Movies","The biblical tale of Joseph is told from an Egyptian perspective in this interesting character study. In this film, Joseph is called Ram. Ram, tired of his family's backward superstitious life, and tired of being picked on by his brothers, wants to go to Egypt to study agriculture. His brothers travel with him across Sinai, but then suddenly sell him to Ozir, an Egyptian who works for a Theban military leader, Amihar. Amihar is impressed by Ram's drive and personal charm and so grants Ram some desolate land outside the capital. Ram soon finds himself a pawn in the political and sexual games between Amihar and his wife Simihit, a high priestess of the Cult of Amun.",1994,6.5,998.0
TV Show,The Politician,Unknown,"Ben Platt, Gwyneth Paltrow, Jessica Lange, Zoey Deutch, Lucy Boynton, Bob Balaban, David Corenswet, Julia Schlaepfer, Laura Dreyfuss, Theo Germaine, Rahne Jones, Benjamin Barrett",United States,"June 19, 2020",TV-MA,2 Seasons,"TV Comedies, TV Dramas, Teen TV Shows",Payton has known since childhood that he's going to be president. First he'll have to navigate the most treacherous political landscape: high school.,2019,7.5,21887.0
Movie,Wasp Network,Olivier Assayas,"Penélope Cruz, Edgar Ramírez, Wagner Moura, Gael García Bernal, Ana de Armas, Leonardo Sbaraglia","France, Brazil, Spain, Belgium","June 19, 2020",TV-MA,128 min,"Dramas, International Movies, Thrillers","Havana, Cuba, 1990. RenÃ© GonzÃ¡lez, an airplane pilot, unexpectedly flees the country, leaving behind his wife Olga and his daughter Irma, and begins a new life in Miami, where he becomes a member of an anti-Castro organization.",2019,5.9,10136.0
Movie,A Whisker Away,"Junichi Sato, Tomotaka Shibayama","Mirai Shida, Natsuki Hanae, Hiroaki Ogi, Koichi Yamadera, Minako Kotobuki, Susumu Chiba, Ayako Kawasumi, Sayaka Ohara, Daisuke Namikawa",Japan,"June 18, 2020",TV-PG,104 min,"Anime Features, Children & Family Movies, International Movies","Miyo ""Muge"" Sasaki is a peculiar second-year junior high student who has fallen in love with her classmate Kento Hinode. Muge resolutely pursues Kento every day, but he takes no notice of her. Nevertheless, while carrying a secret she can tell no one, Muge continues to pursue Kento. Muge discovers a magic mask that allows her to transform into a cat named TarÅ. The magic lets Muge get close to Kento, but eventually it may also make her unable to transform back to a human.",2020,6.7,9353.0
Movie,An Egyptian Story,Youssef Chahine,"Nour El-Sherif, Magda El-Khatib, Yousra, Mohsen Mohiedine, Oussama Nadir, Layla Hamadah, Mohamed Mounir, Ragaa Hussein",Egypt,"June 18, 2020",TV-MA,129 min,"Classic Movies, Dramas, Independent Movies","Acclaimed actor Nour El Cherif here plays Egyptian filmmaker Yehia Mourad some thirty years after we last see him in ""Alexandria, Why?""  Though successful in his work, Yehia has grown distant from his wife and children and suï¬€ers a symbolic blockage of the heart while shooting the final scenes of his latest film. After being flown to England for evaluation, it's determined that Yehia must undergo emergency surgery.  Fact and fiction blend seamlesslyâ€”with healthy doses of cleverly  absurdist fantasyâ€”as the film explores the various personalities and forces that have made Yehia (and Youssef Chahine) the man he has become.",1982,7.3,1113.0
Movie,Cairo Station,Youssef Chahine,"Farid Shawqy, Hind Rostom, Youssef Chahine, Hassan el Baroudi, Abdel Aziz Khalil, Naima Wasfy, Said Khalil, Abdel Ghani Nagdi",Egypt,"June 18, 2020",TV-14,73 min,"Classic Movies, Dramas, International Movies","Qinawi, a physically challenged peddler who makes his living selling newspapers in the central Cairo train station, is obsessed by Hanuma, an attractive young woman who sells drinks. While she jokes with him about a possible relationship, she is actually in love with Abu Siri, a strong and respected porter at the station who is struggling to unionize his fellow workers to combat their boss' exploitative and abusive treatment.",1958,7.5,4385.0
Movie,Dark Waters,Youssef Chahine,"Faten Hamama, Omar Sharif, Ahmed Ramzy, Hussein Riad, Ferdoos Mohammed, Aziza Helmy, Tawfik El Deken",Egypt,"June 18, 2020",TV-14,104 min,"Classic Movies, Dramas, International Movies","Ragab, a poor sailor, returns home to Alexandria after three years of absence, during which he tried to save money to marry his one true love, Hamedah. But there's trouble on the harbor, and with an old friend.",1956,6.7,590.0
Movie,Lola Igna,Eduardo Roy Jr.,"Angie Ferro, Yves Flores, Meryll Soriano, Maria Isabel Lopez, Royce Cabrera, Jojo Riguerra, Soliman Cruz, Armand Reyes",Philippines,"June 18, 2020",TV-14,114 min,"Comedies, International Movies","Lola Igna is a foul-mouthed and stubborn woman who is eager to die but her neighbors are hung up on her winning ""the oldest living grandmother in the world."" Her long-lost great-great-grandson, Tim, is an aspiring vlogger who wants to latch on her now-famous grandma but ends up giving her a new reason to live.",2019,7.2,183.0
Movie,One Take,Manatsanun Phanlerdwongsakul,BNK48,Thailand,"June 18, 2020",TV-G,86 min,"Documentaries, International Movies, Music & Musicals",Members of Thai girl group BNK48 share the ups and downs of preparing for the 6th Single Senbatsu General Election.,2020,5.9,52.0
Movie,Stray Bullet,Georges Hachem,"Nadine Labaky, Takla Chamoun, Hend Taher, Badih Abou Chakra, Rodrigue Sleiman, Nazih Youssef, Patricia Nammour, Pauline Haddad, Nasri Sayegh, Joelle Hannah, Inaam Germanos",Lebanon,"June 18, 2020",TV-MA,76 min,"Dramas, International Movies, Romantic Movies","Noha is about to marry. Her family is relieved to see her take advantage of this last chance before officially becoming a spinster just like her old sister. All is well in the brave new world and yet, this Sunday in the month of August in the year 1976 in Lebanon, two weeks before the wedding, while the same night his brother organized a dinner in his honor friendly, Noha changes her mind.",2011,6.3,363.0
Movie,The Blazing Sun,Youssef Chahine,"Omar Sharif, Faten Hamama, Zaki Rostom, Farid Shawqy, Abdel-Wareth Asar, Menassa Fahmy, Abdelghany Kamar, Hamdy Gheith, Mohsen Hassanein, Rafeaa El Shal",Egypt,"June 18, 2020",TV-14,116 min,"Classic Movies, Dramas, International Movies","A rich landlord floods and destroys a village on purpose to prevent the people living there from making a profit off their crops. What he doesn't know is that his own daughter is in love with Ahmed, a young man from the village.",1954,7.4,1219.0
Movie,The Land,Youssef Chahine,"Hamdy Ahmed, Nagwa Ibrahim, Ezzat El Alaili, Tawfik El Deken, Yehia Chahine, Mahmoud El Meleigy, Salah El-Saadany, Ali El Sherif",Egypt,"June 18, 2020",TV-MA,130 min,"Classic Movies, Dramas, International Movies","In contemporary Poland, people from different social classes face apparently common situations that end up making them mad.",2021,6.1,444.0
Movie,The Nut Job,Peter Lepeniotis,"Will Arnett, Brendan Fraser, Gabriel Iglesias, Jeff Dunham, Liam Neeson, Katherine Heigl, Stephen Lang, Maya Rudolph, Sarah Gadon, James Rankin","Canada, South Korea, United States","June 18, 2020",PG,85 min,"Children & Family Movies, Comedies","Surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. Lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - Maury's Nut Store.",2014,5.7,28295.0
TV Show,The Order,Unknown,"Jake Manley, Sarah Grey, Max Martini, Matt Frewer, Adam DiMarco, Katharine Isabelle, Louriza Tronco, Aaron Hale, Devery Jacobs, Thomas Elms, Dylan Playfair, Ian Tracey, Sam Trammell",United States,"June 18, 2020",TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Horror","Out to avenge his mother's death, a college student pledges a secret order and lands in a war between werewolves and practitioners of dark magic.",2019,6.7,27286.0
Movie,An Evening with Beverly Luff Linn,Jim Hosking,"Aubrey Plaza, Emile Hirsch, Jemaine Clement, Craig Robinson, Matt Berry, Zach Cherry, Maria Bamford, Michael D. Cohen, Sky Elobar, Jacob Wysocki, John Kerry, Bettina Devin, Gil Gex","United Kingdom, United States","June 17, 2020",R,108 min,"Comedies, Independent Movies","Lulu Danger's unsatisfying marriage takes a turn for the worse when a mysterious man from her past comes to town to perform an event called ""An Evening with Beverly Luff Linn: For One Magical Night Only.""",2018,5.8,5457.0
Movie,Last Flight to Abuja,Obi Emelonye,"Omotola Jalade-Ekeinde, Hakeem Kae-Kazim, Jim Iyke, Ali Nuhu, Jide Kosoko, Anthony Monjaro, Jennifer Oguzie, Uru Eke, Celine Loader","Nigeria, United Kingdom","June 16, 2020",TV-14,76 min,"Dramas, International Movies",Mid-air difficulties force a Nigerian commercial plane into an emergency landing with devastating consequences.,2012,4.5,347.0
Movie,The Darkness,Greg McLean,"Kevin Bacon, Radha Mitchell, David Mazouz, Lucy Fry, Matt Walsh, Jennifer Morrison, Parker Mack, Paul Reiser, Ming-Na Wen, Tara Lynne Barr",United States,"June 16, 2020",PG-13,92 min,"Horror Movies, Thrillers",A family returns from a Grand Canyon vacation with a supernatural presence in tow.,2016,4.5,15848.0
TV Show,The Chase,Unknown,"Brooke Burns, Mark Labbett",United States,"June 15, 2020",TV-PG,2 Seasons,Reality TV,"The Chase is a game show which premiered on August 6, 2013, at 9:00 p.m. Eastern/8:00 p.m. Central on Game Show Network.

The series is based on the British show of the same name in which contestants try to win money by challenging a quiz show genius known as the Chaser. The series is hosted by Brooke Burns and features Mark Labbett as the Chaser. The show follows the same format as the original UK version, but with three contestants instead of four.",2013,7.5,886.0
TV Show,The Chase,Unknown,"Brooke Burns, Mark Labbett",United States,"June 15, 2020",TV-PG,2 Seasons,Reality TV,"After people in his town start turning up dead, a grumpy landlord is visited by a man who recounts an unsolved serial murder case from 30 years ago that may hold the clue to what is happening now.",2017,6.6,2957.0
Movie,The Show Must Go On: The Queen + Adam Lambert Story,Unknown,"Adam Lambert, Brian May, Roger Taylor","United Kingdom, United States","June 15, 2020",TV-MA,85 min,"Documentaries, Music & Musicals","A documentary chronicling Queen and Lambert's incredible journey since they first shared the stage together on ""American Idol"" in 2009.",2019,7.8,1923.0
Movie,Underdogs,Juan José Campanella,"Ariana Grande, Nicholas Hoult, Matthew Morrison, Eugenio Derbez, Taran Killam, Bobby Moynihan, Bella Thorne, Jay Pharoah, Dan Patrick, Shawn Mendes, Brooklyn Beckham, Chazz Palminteri, John Leguizamo, Mel Brooks, Rupert Grint, Rob Brydon, Anthony Head, Ralf Little, Eve Ponsonby, Peter Serafinowicz, Alex Norton, Alistair McGowan, Ezequiel Cipols","Argentina, Spain","June 15, 2020",PG,85 min,"Children & Family Movies, Sports Movies","In the small village where Amadeo lives there is no one good enough to challenge his skills at Table Football. But, while Amadeo may be a genius as a table football player in real life he's a loser. He's in love with Lara, his childhood friend, but he's so shy that he can't bring himself to confess his love for her. So he just hangs out in his quaint, timeless village. When Amadeo beats the village bully Flash at Table Football. The scene is set for an epic rivalry. Consumed with anger Flash vows to get even and 10 years later he returns as an International Superstar, a Football Icon and Galatico determined to wreak his revenge.",2013,6.5,9535.0
Movie,4th Republic,Ishaya Bako,"Kate Henshaw-Nuttal, Enyinna Nwigwe, Linda Ejiofor, Yakubu Mohammed, Bimbo Manuel, Sani Mu’azu, Emil Hirai-Garuba, Rekiya Ibrahim Atta",Nigeria,"June 13, 2020",TV-MA,120 min,"Dramas, International Movies, Thrillers","It deals with an irregular governor elections where in a district there are murders, which makes the commisssions annul in that place, that causes the candidate who lost to start a campaign where she proclaims herself the legitimate president and takes the case to court so that they can be do justice to electoral fraud.",2019,6.2,29.0
TV Show,Alexa & Katie,Unknown,"Paris Berelc, Isabel May, Tiffani Thiessen, Emery Kelly, Jolie Jenkins, Kerri Medders, Finn Carr, Eddie Shin",United States,"June 13, 2020",TV-G,4 Seasons,"Kids' TV, TV Comedies",Lifelong best friends Alexa and Katie are eagerly anticipating the start of their freshman year of high school. The pals confront a crisis that leaves them feeling like outsiders at a time when what seems to matter most is fitting in.,2018,7.4,4687.0
Movie,Asura Guru,A. Raajdheep,"Vikram Prabhu, Subbaraju, Mahima Nambiar, Yogi Babu, Jagan",India,"June 13, 2020",TV-14,117 min,"Dramas, International Movies","Shakti, who becomes obsessed with money from childhood, goes on to become a tech-savvy thief. However, he becomes a changed man due to certain circumstances when cops nab him.",2020,3.2,316.0
TV Show,How to Get Away with Murder,Unknown,"Viola Davis, Billy Brown, Alfred Enoch, Jack Falahee, Katie Findlay, Aja Naomi King, Matt McGorry, Karla Souza, Charlie Weber, Liza Weil",United States,"June 13, 2020",TV-14,6 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries","A sexy, suspense-driven legal thriller about a group of ambitious law students and their brilliant, mysterious criminal defense professor. They become entangled in a murder plot and will shake the entire university and change the course of their lives.",2014,8.1,146712.0
